

- Riga 208, nr 199, 2022-11-08, "Hakuto-R M1 & Lunar Flashlight": Data diversa su data; workbook="2022-11-08"; fonte="2022-12-11"; missione fonte="Hakuto-R Mission 1 Emirates Lunar Mission Lunar Flashlight"; fonte=F9/FH 2020-2022
- Riga 397, nr 376, 2024-08-04, "CRS NG-21": Numero volo booster diverso su voli; workbook="10"; fonte="6"; missione fonte="Starlink: Group 11-1 (23 satellites)"; fonte=F9/FH 2024-2026
- Riga 397, nr 376, 2024-08-04, "CRS NG-21": Pad diverso su pad; workbook="SLC-40"; fonte="SLC-4E"; missione fonte="Starlink: Group 11-1 (23 satellites)"; fonte=F9/FH 2024-2026
- Riga 414, nr 393, 2024-06-25, "Starlink 9-8": Data diversa su data; workbook="2024-06-25"; fonte="2024-09-25"; missione fonte="Starlink: Group 9-8 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 414, nr 393, 2024-06-25, "Starlink 9-8": Booster diverso su booster; workbook="B1085"; fonte="B1081"; missione fonte="Starlink: Group 9-8 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 414, nr 393, 2024-06-25, "Starlink 9-8": Numero volo booster diverso su voli; workbook="2"; fonte="10"; missione fonte="Starlink: Group 9-8 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 415, nr 394, 2024-09-28, "Crew-9": Booster diverso su booster; workbook="B1081"; fonte="B1085"; missione fonte="Crew-9 (Crew Dragon C212-4 Freedom)"; fonte=F9/FH 2024-2026
- Riga 415, nr 394, 2024-09-28, "Crew-9": Numero volo booster diverso su voli; workbook="10"; fonte="2"; missione fonte="Crew-9 (Crew Dragon C212-4 Freedom)"; fonte=F9/FH 2024-2026
- Riga 427, nr 404, 2024-10-30, "Starlink:9-9": Booster diverso su booster; workbook="B1075"; fonte="B1078"; missione fonte="Starlink: Group 10-13 (23 satellites)"; fonte=F9/FH 2024-2026
- Riga 427, nr 404, 2024-10-30, "Starlink:9-9": Pad diverso su pad; workbook="SLC-4E"; fonte="SLC-40"; missione fonte="Starlink: Group 10-13 (23 satellites)"; fonte=F9/FH 2024-2026
- Riga 428, nr 405, 2024-10-30, "Starlink:10-13": Booster diverso su booster; workbook="B1078"; fonte="B1075"; missione fonte="Starlink: Group 9-9 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 428, nr 405, 2024-10-30, "Starlink:10-13": Pad diverso su pad; workbook="SLC-40"; fonte="SLC-4E"; missione fonte="Starlink: Group 9-9 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 434, nr 411, 2024-11-14, "Starlink:9-11": Booster diverso su booster; workbook="B1082"; fonte="B1076"; missione fonte="Starlink: Group 6-68 (24 satellites)"; fonte=F9/FH 2024-2026
- Riga 434, nr 411, 2024-11-14, "Starlink:9-11": Numero volo booster diverso su voli; workbook="8"; fonte="18"; missione fonte="Starlink: Group 6-68 (24 satellites)"; fonte=F9/FH 2024-2026
- Riga 434, nr 411, 2024-11-14, "Starlink:9-11": Pad diverso su pad; workbook="SLC-4E"; fonte="SLC-40"; missione fonte="Starlink: Group 6-68 (24 satellites)"; fonte=F9/FH 2024-2026
- Riga 435, nr 412, 2024-11-14, "Starlink:6-68": Booster diverso su booster; workbook="B1076"; fonte="B1082"; missione fonte="Starlink: Group 9-11 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 435, nr 412, 2024-11-14, "Starlink:6-68": Numero volo booster diverso su voli; workbook="18"; fonte="8"; missione fonte="Starlink: Group 9-11 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 435, nr 412, 2024-11-14, "Starlink:6-68": Pad diverso su pad; workbook="SLC-40"; fonte="SLC-4E"; missione fonte="Starlink: Group 9-11 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 437, nr 414, 2024-11-18, "Starlink:9-12": Booster diverso su booster; workbook="B1071"; fonte="B1073"; missione fonte="GSAT-20 (GSAT-N2)"; fonte=F9/FH 2024-2026
- Riga 437, nr 414, 2024-11-18, "Starlink:9-12": Numero volo booster diverso su voli; workbook="20"; fonte="19"; missione fonte="GSAT-20 (GSAT-N2)"; fonte=F9/FH 2024-2026
- Riga 437, nr 414, 2024-11-18, "Starlink:9-12": Pad diverso su pad; workbook="SLC-4E"; fonte="SLC-40"; missione fonte="GSAT-20 (GSAT-N2)"; fonte=F9/FH 2024-2026
- Riga 438, nr 415, 2024-11-18, "GSAT-20 (GSAT-N2)": Booster diverso su booster; workbook="B1073"; fonte="B1071"; missione fonte="Starlink: Group 9-12 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 438, nr 415, 2024-11-18, "GSAT-20 (GSAT-N2)": Numero volo booster diverso su voli; workbook="19"; fonte="20"; missione fonte="Starlink: Group 9-12 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 438, nr 415, 2024-11-18, "GSAT-20 (GSAT-N2)": Pad diverso su pad; workbook="SLC-40"; fonte="SLC-4E"; missione fonte="Starlink: Group 9-12 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 443, nr 420, 2024-11-30, "Starlink:6-65": Booster diverso su booster; workbook="B1083"; fonte="B1088"; missione fonte="NROL-126 (2 Starshield satellites) + Starlink: Group N-01 (20 satellites)"; fonte=F9/FH 2024-2026
- Riga 443, nr 420, 2024-11-30, "Starlink:6-65": Numero volo booster diverso su voli; workbook="6"; fonte="1"; missione fonte="NROL-126 (2 Starshield satellites) + Starlink: Group N-01 (20 satellites)"; fonte=F9/FH 2024-2026
